"department","code","name","amount","year"
"438",NA,"Total:",1304745.51,2020
"438","ASST","Capital Assets",740.22,2021
"438","FRNG","Fringe Benefits",175489.33,2021
"438","INSR","Insurance",1179,2021
"438","REPR","Maintenance and Repair",1808.71,2021
"438","ADMN","Other Administrative and Operating",127984.91,2021
"438","PROF","Professional and Contractual Services",167402.86,2021
"438","RENT","Rent & Lease",20848.87,2021
"438","SPLY","Supplies",7695.61,2021
"438","TELE","Telecommunications",5370.35,2021
"438","TRAV","Travel and Training",6204.67,2021
"438",NA,"Total:",514724.53,2021
"438","ASST","Capital Assets",45,2022
"438","FRNG","Fringe Benefits",192078.82,2022
"438","INSR","Insurance",901,2022
"438","REPR","Maintenance and Repair",249.01,2022
"438","ADMN","Other Administrative and Operating",95006.9,2022
"438","PROF","Professional and Contractual Services",207150.15,2022
"438","RENT","Rent & Lease",88851.28,2022
"438","SPLY","Supplies",16114.75,2022
"438","TELE","Telecommunications",4547.39,2022
"438","TRAV","Travel and Training",12895.34,2022
"438",NA,"Total:",617839.64,2022
"438","FRNG","Fringe Benefits",132657.24,2023
"438","INSR","Insurance",928,2023
"438","REPR","Maintenance and Repair",2943.44,2023
"438","ADMN","Other Administrative and Operating",119120.63,2023
"438","PRNT","Printing",39.82,2023
"438","PROF","Professional and Contractual Services",117800.03,2023
"438","RENT","Rent & Lease",38767.9,2023
"438","SPLY","Supplies",10741.7,2023
"438","TELE","Telecommunications",9356.45,2023
"438","TRAV","Travel and Training",30331.42,2023
"438",NA,"Total:",462686.63,2023
"507","ASST","Capital Assets",48814.97,2008
"507","UTIL","Fuel and Utilities",4222.75,2008
"507","INSR","Insurance",3180,2008
"507","REPR","Maintenance and Repair",3575.59,2008
"507","ADMN","Other Administrative and Operating",38684.09,2008
"507","PRNT","Printing",5670.16,2008
"507","PROF","Professional and Contractual Services",111050.01,2008
"507","RENT","Rent & Lease",77116.05,2008
"507","SPLY","Supplies",39972.79,2008
"507","TELE","Telecommunications",23204.71,2008
"507","TRAV","Travel and Training",44981.43,2008
"507",NA,"Total:",400472.55,2008
"507","ASST","Capital Assets",25917.41,2009
"507","UTIL","Fuel and Utilities",3726.71,2009
"507","INSR","Insurance",4706,2009
"507","REPR","Maintenance and Repair",6767.92,2009
"507","ADMN","Other Administrative and Operating",43718.56,2009
"507","PRNT","Printing",3665.46,2009
"507","PROF","Professional and Contractual Services",125133.57,2009
"507","RENT","Rent & Lease",81985.55,2009
"507","SPLY","Supplies",56129.04,2009
"507","TELE","Telecommunications",21595.21,2009
"507","TRAV","Travel and Training",54292.41,2009
"507",NA,"Total:",427637.84,2009
"507","ASST","Capital Assets",43440.55,2010
"507","UTIL","Fuel and Utilities",4127.67,2010
"507","INSR","Insurance",4062,2010
"507","REPR","Maintenance and Repair",6304.06,2010
"507","ADMN","Other Administrative and Operating",46768.43,2010
"507","PRNT","Printing",5052.45,2010
"507","PROF","Professional and Contractual Services",144717,2010
"507","RENT","Rent & Lease",82315.15,2010
"507","SPLY","Supplies",47177.28,2010
"507","TELE","Telecommunications",21687.47,2010
"507","TRAV","Travel and Training",56646.2,2010
"507",NA,"Total:",462298.26,2010
"507","ASST","Capital Assets",55247.74,2011
"507","UTIL","Fuel and Utilities",5390.18,2011
"507","INSR","Insurance",5940,2011
"507","REPR","Maintenance and Repair",7845.52,2011
"507","ADMN","Other Administrative and Operating",33814.44,2011
"507","PRNT","Printing",2894.38,2011
"507","PROF","Professional and Contractual Services",152277.43,2011
"507","RENT","Rent & Lease",84873.21,2011
"507","SPLY","Supplies",50738.33,2011
"507","TELE","Telecommunications",21591.73,2011
"507","TRAV","Travel and Training",51314.21,2011
"507",NA,"Total:",471927.17,2011
"507","ASST","Capital Assets",36338.52,2012
"507","UTIL","Fuel and Utilities",4271.56,2012
"507","INSR","Insurance",2767,2012
"507","REPR","Maintenance and Repair",10320.93,2012
"507","ADMN","Other Administrative and Operating",30808.11,2012
"507","PRNT","Printing",5431.17,2012
"507","PROF","Professional and Contractual Services",152131.72,2012
"507","RENT","Rent & Lease",83564.5,2012
"507","SPLY","Supplies",49309.11,2012
"507","TELE","Telecommunications",20151.1,2012
"507","TRAV","Travel and Training",46737.28,2012
"507",NA,"Total:",441831,2012
"507","ASST","Capital Assets",33649.71,2013
"507","UTIL","Fuel and Utilities",4379.48,2013
"507","INSR","Insurance",1657,2013
"507","REPR","Maintenance and Repair",5641.56,2013
"507","ADMN","Other Administrative and Operating",34016.38,2013
"507","PRNT","Printing",3094.15,2013
"507","PROF","Professional and Contractual Services",178962.01,2013
"507","RENT","Rent & Lease",80653.76,2013
"507","SPLY","Supplies",62323.55,2013
"507","TELE","Telecommunications",10810.87,2013
"507","TRAV","Travel and Training",49554.48,2013
"507",NA,"Total:",464742.95,2013
"507","ASST","Capital Assets",18931.34,2014
"507","UTIL","Fuel and Utilities",3034.72,2014
"507","INSR","Insurance",2213.57,2014
"507","REPR","Maintenance and Repair",5233.64,2014
"507","ADMN","Other Administrative and Operating",38397.6,2014
"507","PRNT","Printing",6078.86,2014
"507","PROF","Professional and Contractual Services",100117.45,2014
"507","RENT","Rent & Lease",82295.82,2014
"507","SPLY","Supplies",32578.48,2014
"507","TELE","Telecommunications",14213.19,2014
"507","TRAV","Travel and Training",52525.74,2014
"507",NA,"Total:",355620.41,2014
"507","ASST","Capital Assets",5397.46,2015
"507","UTIL","Fuel and Utilities",2830.1,2015
"507","INSR","Insurance",2975,2015
"507","REPR","Maintenance and Repair",5407.44,2015
"507","ADMN","Other Administrative and Operating",38699.81,2015
"507","PRNT","Printing",945.26,2015
"507","PROF","Professional and Contractual Services",113597.65,2015
"507","RENT","Rent & Lease",84071.15,2015
"507","SPLY","Supplies",55671.43,2015
"507","TELE","Telecommunications",15577.24,2015
"507","TRAV","Travel and Training",45595.75,2015
"507",NA,"Total:",370768.29,2015
"507","ASST","Capital Assets",225.05,2016
"507","FRNG","Fringe Benefits",166422.88,2016
"507","UTIL","Fuel and Utilities",2257.75,2016
"507","INSR","Insurance",2629,2016
"507","REPR","Maintenance and Repair",2675.88,2016
"507","ADMN","Other Administrative and Operating",75354.28,2016
"507","PRNT","Printing",1195.88,2016
"507","PROF","Professional and Contractual Services",58845.67,2016
"507","RENT","Rent & Lease",99101.29,2016
"507","SPLY","Supplies",27508.14,2016
"507","TELE","Telecommunications",10805.55,2016
"507","TRAV","Travel and Training",18273.09,2016
"507",NA,"Total:",465294.46,2016
"507","ASST","Capital Assets",3392.95,2017
"507","FRNG","Fringe Benefits",225888.09,2017
"507","UTIL","Fuel and Utilities",2764.06,2017
"507","INSR","Insurance",2515,2017
"507","REPR","Maintenance and Repair",12048.66,2017
"507","ADMN","Other Administrative and Operating",116158.39,2017
"507","PRNT","Printing",501.14,2017
"507","PROF","Professional and Contractual Services",76950.1,2017
"507","RENT","Rent & Lease",65939.04,2017
"507","SPLY","Supplies",38435.77,2017
"507","TELE","Telecommunications",7814.46,2017
"507","TRAV","Travel and Training",11194.98,2017
"507",NA,"Total:",563602.64,2017
"507","ASST","Capital Assets",9887,2018
"507","FRNG","Fringe Benefits",224930.2,2018
"507","UTIL","Fuel and Utilities",2129.05,2018
"507","INSR","Insurance",1808,2018
"507","REPR","Maintenance and Repair",4924.89,2018
"507","ADMN","Other Administrative and Operating",140127.92,2018
"507","PRNT","Printing",500.81,2018
"507","PROF","Professional and Contractual Services",74696.65,2018
"507","RENT","Rent & Lease",96769.64,2018
"507","SPLY","Supplies",23787.37,2018
"507","TELE","Telecommunications",8168.88,2018
"507","TRAV","Travel and Training",13622.31,2018
"507",NA,"Total:",601352.72,2018
"507","ASST","Capital Assets",144.17,2019
"507","FRNG","Fringe Benefits",225059.1,2019
"507","UTIL","Fuel and Utilities",3461.53,2019
"507","INSR","Insurance",1366,2019
"507","REPR","Maintenance and Repair",4844.89,2019
"507","ADMN","Other Administrative and Operating",124508.13,2019
"507","PRNT","Printing",197.64,2019
"507","PROF","Professional and Contractual Services",53903.63,2019
"507","RENT","Rent & Lease",98322.8,2019
"507","SPLY","Supplies",18135.69,2019
"507","TELE","Telecommunications",8318.35,2019
"507","TRAV","Travel and Training",16429.39,2019
"507",NA,"Total:",554691.32,2019
"507","ASST","Capital Assets",3909.07,2020
"507","FRNG","Fringe Benefits",205753.62,2020
"507","UTIL","Fuel and Utilities",2337.25,2020
"507","INSR","Insurance",2850,2020
"507","REPR","Maintenance and Repair",10190.32,2020
"507","ADMN","Other Administrative and Operating",195080.11,2020
"507","PRNT","Printing",272.44,2020
"507","PROF","Professional and Contractual Services",59700.56,2020
"507","RENT","Rent & Lease",85462.8,2020
"507","SPLY","Supplies",27874.54,2020
"507","TELE","Telecommunications",8465.37,2020
"507","TRAV","Travel and Training",7438.51,2020
"507",NA,"Total:",609334.59,2020
"507","ASST","Capital Assets",49865.49,2021
"507","FRNG","Fringe Benefits",193233.35,2021
"507","UTIL","Fuel and Utilities",2452.88,2021
"507","INSR","Insurance",1269,2021
"507","REPR","Maintenance and Repair",13317.26,2021
"507","ADMN","Other Administrative and Operating",166834.46,2021
"507","PRNT","Printing",24.61,2021
"507","PROF","Professional and Contractual Services",138344.52,2021
"507","RENT","Rent & Lease",82325.7,2021
"507","SPLY","Supplies",25994.78,2021
"507","TELE","Telecommunications",7921.05,2021
"507","TRAV","Travel and Training",4756.5,2021
"507",NA,"Total:",686339.6,2021
"507","FRNG","Fringe Benefits",187300.35,2022
"507","UTIL","Fuel and Utilities",2653.08,2022
"507","INSR","Insurance",2875,2022
"507","REPR","Maintenance and Repair",5826.96,2022
"507","ADMN","Other Administrative and Operating",110400.58,2022
"507","PROF","Professional and Contractual Services",67474.5,2022
"507","RENT","Rent & Lease",99231.48,2022
"507","SPLY","Supplies",29611.27,2022
"507","TELE","Telecommunications",5582.68,2022
"507","TRAV","Travel and Training",1545.52,2022
"507",NA,"Total:",512501.42,2022
"507","FRNG","Fringe Benefits",127841.96,2023
"507","UTIL","Fuel and Utilities",19110.08,2023
"507","REPR","Maintenance and Repair",1009.41,2023
"507","ADMN","Other Administrative and Operating",72509.64,2023
"507","PROF","Professional and Contractual Services",105305.62,2023
"507","RENT","Rent & Lease",49284.41,2023
"507","SPLY","Supplies",19610.53,2023
"507","TELE","Telecommunications",2916.56,2023
"507","TRAV","Travel and Training",4828.02,2023
"507",NA,"Total:",402416.23,2023
"432","UTIL","Fuel and Utilities",20.51,2008
"432","INSR","Insurance",5726,2008
"432","REPR","Maintenance and Repair",529.5,2008
"432","ADMN","Other Administrative and Operating",23817.01,2008
"432","PRNT","Printing",17316.45,2008
"432","PROF","Professional and Contractual Services",24609.85,2008
"432","RENT","Rent & Lease",91354.03,2008
"432","SPLY","Supplies",57417.37,2008
"432","TELE","Telecommunications",51546.04,2008
"432","TRAV","Travel and Training",121525.22,2008
"432",NA,"Total:",393861.98,2008
"432","INSR","Insurance",6495,2009
"432","REPR","Maintenance and Repair",2423.5,2009
"432","ADMN","Other Administrative and Operating",31704.13,2009
"432","PRNT","Printing",15171.59,2009
"432","PROF","Professional and Contractual Services",42492.98,2009
"432","RENT","Rent & Lease",86544.37,2009
"432","SPLY","Supplies",61873.23,2009
"432","TELE","Telecommunications",54469.27,2009
"432","TRAV","Travel and Training",130696.93,2009
"432",NA,"Total:",431871,2009
"432","UTIL","Fuel and Utilities",0,2010
"432","INSR","Insurance",11593,2010
"432","REPR","Maintenance and Repair",891.78,2010
"432","ADMN","Other Administrative and Operating",34596.5,2010
"432","PRNT","Printing",18956.94,2010
"432","PROF","Professional and Contractual Services",42875.12,2010
"432","RENT","Rent & Lease",88637.19,2010
"432","SPLY","Supplies",21042.34,2010
"432","TELE","Telecommunications",54541.97,2010
"432","TRAV","Travel and Training",106419.93,2010
"432",NA,"Total:",379554.77,2010
"432","INSR","Insurance",12205,2011
"432","REPR","Maintenance and Repair",809.43,2011
"432","ADMN","Other Administrative and Operating",37423.79,2011
"432","PRNT","Printing",12323.15,2011
"432","PROF","Professional and Contractual Services",77605.22,2011
"432","RENT","Rent & Lease",91432.29,2011
"432","SPLY","Supplies",50656.6,2011
"432","TELE","Telecommunications",56737.96,2011
"432","TRAV","Travel and Training",103926.86,2011
"432",NA,"Total:",443120.3,2011
"432","UTIL","Fuel and Utilities",0,2012
"432","INSR","Insurance",7558,2012
"432","REPR","Maintenance and Repair",15906.5,2012
"432","ADMN","Other Administrative and Operating",37424.72,2012
"432","PRNT","Printing",6122.31,2012
"432","PROF","Professional and Contractual Services",69967.85,2012
"432","RENT","Rent & Lease",86627.32,2012
"432","SPLY","Supplies",16727.76,2012
"432","TELE","Telecommunications",50502.14,2012
"432","TRAV","Travel and Training",111539.77,2012
"432",NA,"Total:",402376.37,2012
"432","UTIL","Fuel and Utilities",0,2013
"432","INSR","Insurance",3605,2013
"432","REPR","Maintenance and Repair",14671.53,2013
"432","ADMN","Other Administrative and Operating",33953.03,2013
"432","PRNT","Printing",11545.1,2013
"432","PROF","Professional and Contractual Services",78302.6,2013
"432","RENT","Rent & Lease",113380.64,2013
"432","SPLY","Supplies",64460.38,2013
"432","TELE","Telecommunications",49970.48,2013
"432","TRAV","Travel and Training",118563.48,2013
"432",NA,"Total:",488452.24,2013
"432","UTIL","Fuel and Utilities",0,2014
"432","INSR","Insurance",4184,2014
"432","REPR","Maintenance and Repair",17757.38,2014
"432","ADMN","Other Administrative and Operating",31550.61,2014
"432","PRNT","Printing",5579.96,2014
"432","PROF","Professional and Contractual Services",72029.99,2014
"432","RENT","Rent & Lease",145029.98,2014
"432","SPLY","Supplies",46636.61,2014
"432","TELE","Telecommunications",49098.6,2014
"432","TRAV","Travel and Training",127106.85,2014
"432",NA,"Total:",498973.98,2014
"432","INSR","Insurance",5791,2015
"432","REPR","Maintenance and Repair",17503.19,2015
"432","ADMN","Other Administrative and Operating",35098.25,2015
"432","PRNT","Printing",6570.53,2015
"432","PROF","Professional and Contractual Services",67330.03,2015
"432","RENT","Rent & Lease",115939.04,2015
"432","SPLY","Supplies",52897.68,2015
"432","TELE","Telecommunications",49630.85,2015
"432","TRAV","Travel and Training",116430.59,2015
"432",NA,"Total:",467191.16,2015
"432","FRNG","Fringe Benefits",506530.02,2016
"432","UTIL","Fuel and Utilities",59.98,2016
"432","INSR","Insurance",7188.12,2016
"432","REPR","Maintenance and Repair",14955.81,2016
"432","ADMN","Other Administrative and Operating",87727.79,2016
"432","PRNT","Printing",1904.47,2016
"432","PROF","Professional and Contractual Services",15465.77,2016
"432","RENT","Rent & Lease",130519.92,2016
"432","SPLY","Supplies",47142.36,2016
"432","TELE","Telecommunications",55689.63,2016
"432","TRAV","Travel and Training",36800.71,2016
"432",NA,"Total:",903984.58,2016
"432","FRNG","Fringe Benefits",710052.27,2017
"432","REPR","Maintenance and Repair",423.94,2017
"432","ADMN","Other Administrative and Operating",222176.69,2017
"432","PRNT","Printing",779.69,2017
"432","PROF","Professional and Contractual Services",25688.62,2017
"432","RENT","Rent & Lease",117516.21,2017
"432","SPLY","Supplies",65336.71,2017
"432","TELE","Telecommunications",56993.31,2017
"432","TRAV","Travel and Training",15899.93,2017
"432",NA,"Total:",1214867.37,2017
"432","FRNG","Fringe Benefits",774484.36,2018
"432","INSR","Insurance",7837,2018
"432","REPR","Maintenance and Repair",268.3,2018
"432","ADMN","Other Administrative and Operating",158370.03,2018
"432","PRNT","Printing",2756.93,2018
"432","PROF","Professional and Contractual Services",17143.67,2018
"432","RENT","Rent & Lease",121758.76,2018
"432","SPLY","Supplies",51984.7,2018
"432","TELE","Telecommunications",54210.57,2018
"432","TRAV","Travel and Training",33288.52,2018
"432",NA,"Total:",1222102.84,2018
"432","FRNG","Fringe Benefits",766405.17,2019
"432","INSR","Insurance",2260,2019
"432","REPR","Maintenance and Repair",808.11,2019
